cell,scene,air_candidate,stage1_source,probe_method
__metal_calculate_clamped_lod_depth_2d_array_t,P06,air.calculate.clamped.lod.depth.2d.array.t,manual_needed,"__bits/metal_depth2d_array:135: return __metal_calculate_clamped_lod_depth_2d_array_t(derived.t, s.val, coord, int(a));"
__metal_calculate_clamped_lod_depth_2d_t,P06,air.calculate.clamped.lod.depth.2d.t,manual_needed,"__bits/metal_depth2d:135: return __metal_calculate_clamped_lod_depth_2d_t(derived.t, s.val, coord, int(a));"
__metal_calculate_clamped_lod_depth_cube_array_t,P06,air.calculate.clamped.lod.depth.cube.array.t,manual_needed,"__bits/metal_depthcube_array:136: return __metal_calculate_clamped_lod_depth_cube_array_t(derived.t, s.val, coord, int(a"
__metal_calculate_clamped_lod_depth_cube_t,P06,air.calculate.clamped.lod.depth.cube.t,manual_needed,"__bits/metal_depthcube:135: return __metal_calculate_clamped_lod_depth_cube_t(derived.t, s.val, coord, int(a));"
__metal_calculate_clamped_lod_texture_2d_array_t,P06,air.calculate_clamped_lod_texture_2d_array,manual_needed,"__bits/metal_texture2d_array:140: return __metal_calculate_clamped_lod_texture_2d_array_t(derived.t, s.val, coord, int(a"
__metal_calculate_clamped_lod_texture_2d_t,P06,air.calculate_clamped_lod_texture_2d,manual_needed,"__bits/metal_texture2d:142: return __metal_calculate_clamped_lod_texture_2d_t(derived.t, s.val, coord, int(a));"
__metal_calculate_clamped_lod_texture_3d_t,P06,air.calculate_clamped_lod_texture_3d,manual_needed,"__bits/metal_texture3d:142: return __metal_calculate_clamped_lod_texture_3d_t(derived.t, s.val, coord, int(a));"
__metal_calculate_clamped_lod_texture_cube_array_t,P06,air.calculate_clamped_lod_texture_cube_array,manual_needed,"__bits/metal_texturecube_array:143: return __metal_calculate_clamped_lod_texture_cube_array_t(derived.t, s.val, coord, i"
__metal_calculate_clamped_lod_texture_cube_t,P06,air.calculate_clamped_lod_texture_cube,manual_needed,"__bits/metal_texturecube:142: return __metal_calculate_clamped_lod_texture_cube_t(derived.t, s.val, coord, int(a));"
__metal_calculate_unclamped_lod_depth_2d_array_t,P06,air.calculate.unclamped.lod.depth.2d.array.t,manual_needed,"__bits/metal_depth2d_array:140: return __metal_calculate_unclamped_lod_depth_2d_array_t(derived.t, s.val, coord, int(a))"
__metal_calculate_unclamped_lod_depth_2d_t,P06,air.calculate.unclamped.lod.depth.2d.t,manual_needed,"__bits/metal_depth2d:140: return __metal_calculate_unclamped_lod_depth_2d_t(derived.t, s.val, coord, int(a));"
__metal_calculate_unclamped_lod_depth_cube_array_t,P06,air.calculate.unclamped.lod.depth.cube.array.t,manual_needed,"__bits/metal_depthcube_array:141: return __metal_calculate_unclamped_lod_depth_cube_array_t(derived.t, s.val, coord, int"
__metal_calculate_unclamped_lod_depth_cube_t,P06,air.calculate.unclamped.lod.depth.cube.t,manual_needed,"__bits/metal_depthcube:140: return __metal_calculate_unclamped_lod_depth_cube_t(derived.t, s.val, coord, int(a));"
__metal_calculate_unclamped_lod_texture_2d_array_t,P06,air.calculate_unclamped_lod_texture_2d_array,manual_needed,"__bits/metal_texture2d_array:145: return __metal_calculate_unclamped_lod_texture_2d_array_t(derived.t, s.val, coord, int"
__metal_calculate_unclamped_lod_texture_2d_t,P06,air.calculate_unclamped_lod_texture_2d,manual_needed,"__bits/metal_texture2d:147: return __metal_calculate_unclamped_lod_texture_2d_t(derived.t, s.val, coord, int(a));"
__metal_calculate_unclamped_lod_texture_3d_t,P06,air.calculate_unclamped_lod_texture_3d,manual_needed,"__bits/metal_texture3d:147: return __metal_calculate_unclamped_lod_texture_3d_t(derived.t, s.val, coord, int(a));"
__metal_calculate_unclamped_lod_texture_cube_array_t,P06,air.calculate_unclamped_lod_texture_cube_array,manual_needed,"__bits/metal_texturecube_array:148: return __metal_calculate_unclamped_lod_texture_cube_array_t(derived.t, s.val, coord,"
__metal_calculate_unclamped_lod_texture_cube_t,P06,air.calculate_unclamped_lod_texture_cube,manual_needed,"__bits/metal_texturecube:147: return __metal_calculate_unclamped_lod_texture_cube_t(derived.t, s.val, coord, int(a));"
__metal_clear_barrier_compute_command,UNASSIGNED,air.clear.barrier.compute.command,manual_needed,"metal_command_buffer:438: __metal_clear_barrier_compute_command(icb, icb_index);"
__metal_clear_barrier_render_command,UNASSIGNED,air.clear.barrier.render.command,manual_needed,"metal_command_buffer:1137: __metal_clear_barrier_render_command(icb, icb_index);"
__metal_command_buffer_t,UNASSIGNED,air.command.buffer.t,manual_needed,metal_command_buffer:203: __metal_command_buffer_t t;
__metal_commit_bounding_box_intersection_intersection_query,P10,air.commit.bounding.box.intersection.intersection.query,manual_needed,metal_raytracing:4403: __metal_commit_bounding_box_intersection_intersection_query(
__metal_commit_curve_intersection_intersection_query,P10,air.commit.curve.intersection.intersection.query,manual_needed,metal_raytracing:4396: __metal_commit_curve_intersection_intersection_query(
__metal_commit_triangle_intersection_intersection_query,P10,air.commit.triangle.intersection.intersection.query,manual_needed,metal_raytracing:4389: __metal_commit_triangle_intersection_intersection_query(
__metal_compute_pipeline_state_t,UNASSIGNED,air.compute.pipeline.state.t,manual_needed,metal_command_buffer:373: __metal_compute_pipeline_state_t t;
__metal_concurrent_dispatch_threadgroups_compute_command,UNASSIGNED,air.concurrent.dispatch.threadgroups.compute.command,manual_needed,"metal_command_buffer:423: __metal_concurrent_dispatch_threadgroups_compute_command(icb, icb_index, threadgroups_per_grid"
__metal_concurrent_dispatch_threads_compute_command,UNASSIGNED,air.concurrent.dispatch.threads.compute.command,manual_needed,"metal_command_buffer:428: __metal_concurrent_dispatch_threads_compute_command(icb, icb_index, threads_per_grid, threads_"
__metal_copy_compute_command,UNASSIGNED,air.copy.compute.command,manual_needed,"metal_command_buffer:466: __metal_copy_compute_command(icb, icb_index, that.icb, that.icb_index);"
__metal_copy_render_command,UNASSIGNED,air.copy.render.command,manual_needed,"metal_command_buffer:1149: __metal_copy_render_command(icb, icb_index, that.icb, that.icb_index);"
__metal_depth_2d_array_t,P06,air.depth.2d.array.t,manual_needed,__bits/metal_depth2d_array:2187: __metal_depth_2d_array_t t;
__metal_depth_2d_ms_array_t,P06,air.depth.2d.ms.array.t,manual_needed,__bits/metal_depth2d_ms_array:651: __metal_depth_2d_ms_array_t t;
__metal_depth_2d_ms_t,P06,air.depth.2d.ms.t,manual_needed,__bits/metal_depth2d_ms:620: __metal_depth_2d_ms_t t;
__metal_depth_2d_t,P06,air.depth.2d.t,manual_needed,__bits/metal_depth2d:2157: __metal_depth_2d_t t;
__metal_depth_cube_array_t,P06,air.depth.cube.array.t,manual_needed,__bits/metal_depthcube_array:2176: __metal_depth_cube_array_t t;
__metal_depth_cube_t,P06,air.depth.cube.t,manual_needed,__bits/metal_depthcube:2159: __metal_depth_cube_t t;
__metal_depth_stencil_state_t,UNASSIGNED,air.depth.stencil.state.t,manual_needed,metal_command_buffer:790: __metal_depth_stencil_state_t s;
__metal_descriptor_size_tensor,P11,air.descriptor.size.tensor,manual_needed,"metal_tensor:1799: [[sizeas(__metal_descriptor_size_tensor(__tensor_detail::__tensor_safe_extents<EXTENTS_TYPE>::rank(),"
__metal_dfdx,P06,air.dfdx,manual_needed,metal_graphics:17: return __metal_dfdx(p);
__metal_dfdy,P06,air.dfdy,manual_needed,metal_graphics:21: return __metal_dfdy(p);
__metal_discard_fragment,P06,air.discard.fragment,manual_needed,metal_graphics:184: __metal_discard_fragment();
__metal_divide,P03,air.divide,auto_wrapper,"metal_math:86: return __metal_divide(x, y, __METAL_FAST_MATH__);"
__metal_draw_indexed_patches_render_command,UNASSIGNED,air.draw.indexed.patches.render.command,manual_needed,"metal_command_buffer:1018: __metal_draw_indexed_patches_render_command(icb, icb_index, num_patch_control_points, patch_s"
__metal_draw_indexed_primitives_render_command,UNASSIGNED,air.draw.indexed.primitives.render.command,manual_needed,"metal_command_buffer:953: __metal_draw_indexed_primitives_render_command(icb, icb_index, uint(type), index_count, index_"
__metal_draw_mesh_threadgroups_render_command,UNASSIGNED,air.draw.mesh.threadgroups.render.command,manual_needed,"metal_command_buffer:1122: __metal_draw_mesh_threadgroups_render_command(icb, icb_index, threadgroups_per_grid, threads_"
__metal_draw_mesh_threads_render_command,UNASSIGNED,air.draw.mesh.threads.render.command,manual_needed,"metal_command_buffer:1127: __metal_draw_mesh_threads_render_command(icb, icb_index, threads_per_grid, threads_per_object"
__metal_draw_patches_render_command,UNASSIGNED,air.draw.patches.render.command,manual_needed,"metal_command_buffer:965: __metal_draw_patches_render_command(icb, icb_index, num_patch_control_points, patch_start, pat"
__metal_draw_primitives_render_command,UNASSIGNED,air.draw.primitives.render.command,manual_needed,"metal_command_buffer:947: __metal_draw_primitives_render_command(icb, icb_index, uint(type), vertex_start, vertex_count,"
__metal_extract_bits,P04,air.extract.bits,auto_wrapper,"metal_integer:40: return __metal_extract_bits(x, offset, bits);"
__metal_fmax3,P03,air.fmax3,auto_wrapper,"metal_math:128: return __metal_fmax3(x, y, z, __METAL_FAST_MATH__);"
__metal_fmedian3,P03,air.fmedian3,auto_wrapper,"metal_math:134: return __metal_fmedian3(x, y, z, __METAL_FAST_MATH__);"
__metal_fmin3,P03,air.fmin3,auto_wrapper,"metal_math:144: return __metal_fmin3(x, y, z, __METAL_FAST_MATH__);"
__metal_frexp,P03,air.frexp,manual_needed,"metal_math:157: return __metal_frexp(x, &exp);"
__metal_function_handle_t,P10,air.function.handle.t,manual_needed,metal_visible_function_table:18: static METAL_FUNC function_handle __get_from_opaque_handle(__metal_function_handle_t f)
__metal_fwidth,P06,air.fwidth,manual_needed,metal_graphics:25: return __metal_fwidth(p);
__metal_gather_compare_depth_2d_array_t,P06,air.gather.compare.depth.2d.array.t,manual_needed,"__bits/metal_depth2d_array:1670: return __metal_gather_compare_depth_2d_array_t(derived.t, s.val, coord, array, compare_"
__metal_gather_compare_depth_2d_t,P06,air.gather.compare.depth.2d.t,manual_needed,"__bits/metal_depth2d:1670: return __metal_gather_compare_depth_2d_t(derived.t, s.val, coord, compare_value, true, offset"
__metal_gather_compare_depth_cube_array_t,P06,air.gather.compare.depth.cube.array.t,manual_needed,"__bits/metal_depthcube_array:1659: return __metal_gather_compare_depth_cube_array_t(derived.t, s.val, coord, array, comp"
__metal_gather_compare_depth_cube_t,P06,air.gather.compare.depth.cube.t,manual_needed,"__bits/metal_depthcube:1672: return __metal_gather_compare_depth_cube_t(derived.t, s.val, coord, compare_value, int(a), "
__metal_gather_depth_2d_array_t,P06,air.gather.depth.2d.array.t,manual_needed,"__bits/metal_depth2d_array:1571: return __metal_gather_depth_2d_array_t(derived.t, s.val, coord, array, true, offset, in"
__metal_gather_depth_2d_t,P06,air.gather.depth.2d.t,manual_needed,"__bits/metal_depth2d:1571: return __metal_gather_depth_2d_t(derived.t, s.val, coord, true, offset, int(a), static_cast<t"
__metal_gather_depth_cube_array_t,P06,air.gather.depth.cube.array.t,manual_needed,"__bits/metal_depthcube_array:1560: return __metal_gather_depth_cube_array_t(derived.t, s.val, coord, array, int(a), stat"
__metal_gather_depth_cube_t,P06,air.gather.depth.cube.t,manual_needed,"__bits/metal_depthcube:1573: return __metal_gather_depth_cube_t(derived.t, s.val, coord, int(a), static_cast<thread bool"
__metal_get_array_size_depth_2d_array_t,P06,air.get.array.size.depth.2d.array.t,manual_needed,__bits/metal_depth2d_array:1807: return __metal_get_array_size_depth_2d_array_t(derived.t);
__metal_get_array_size_depth_2d_ms_array_t,P06,air.get.array.size.depth.2d.ms.array.t,manual_needed,__bits/metal_depth2d_ms_array:271: return __metal_get_array_size_depth_2d_ms_array_t(derived.t);
__metal_get_array_size_depth_cube_array_t,P06,air.get.array.size.depth.cube.array.t,manual_needed,__bits/metal_depthcube_array:1796: return __metal_get_array_size_depth_cube_array_t(derived.t);
__metal_get_array_size_texture_cube_array_t,P06,air.get_array_size_texture_cube_array,manual_needed,__bits/metal_texturecube_array:2250: return __metal_get_array_size_texture_cube_array_t(derived.t);
__metal_get_buffer_intersection_function_table,P10,air.get.buffer.intersection.function.table,manual_needed,"metal_raytracing:1641: return __metal_get_buffer_intersection_function_table(t, index, T());"
__metal_get_candidate_curve_distance_intersection_query,P10,air.get.candidate.curve.distance.intersection.query,manual_needed,metal_raytracing:4464: return __metal_get_candidate_curve_distance_intersection_query(
__metal_get_candidate_curve_parameter_intersection_query,P10,air.get.candidate.curve.parameter.intersection.query,manual_needed,metal_raytracing:4335: return __metal_get_candidate_curve_parameter_intersection_query(
__metal_get_candidate_geometry_id_intersection_query,P10,air.get.candidate.geometry.id.intersection.query,manual_needed,metal_raytracing:4477: return __metal_get_candidate_geometry_id_intersection_query(
__metal_get_candidate_instance_count_intersection_query,P10,air.get.candidate.instance.count.intersection.query,manual_needed,metal_raytracing:4197: return __metal_get_candidate_instance_count_intersection_query(
__metal_get_candidate_instance_id_intersection_query,P10,air.get.candidate.instance.id.intersection.query,manual_needed,metal_raytracing:4116: return __metal_get_candidate_instance_id_intersection_query(
__metal_get_candidate_intersection_type_intersection_query,P10,air.get.candidate.intersection.type.intersection.query,manual_needed,metal_raytracing:4451: __metal_get_candidate_intersection_type_intersection_query(
__metal_get_candidate_object_to_world_transform_intersection_query,P10,air.get.candidate.object.to.world.transform.intersection.query,manual_needed,metal_raytracing:4131: __metal_get_candidate_object_to_world_transform_intersection_query(
__metal_get_candidate_primitive_data_intersection_query,P10,air.get.candidate.primitive.data.intersection.query,manual_needed,metal_raytracing:4490: return __metal_get_candidate_primitive_data_intersection_query(
__metal_get_candidate_primitive_id_intersection_query,P10,air.get.candidate.primitive.id.intersection.query,manual_needed,metal_raytracing:4483: return __metal_get_candidate_primitive_id_intersection_query(
__metal_get_candidate_ray_direction_intersection_query,P10,air.get.candidate.ray.direction.intersection.query,manual_needed,metal_raytracing:4503: return __metal_get_candidate_ray_direction_intersection_query(
__metal_get_candidate_ray_origin_intersection_query,P10,air.get.candidate.ray.origin.intersection.query,manual_needed,metal_raytracing:4497: return __metal_get_candidate_ray_origin_intersection_query(
__metal_get_candidate_triangle_barycentric_coord_intersection_query,P10,air.get.candidate.triangle.barycentric.coord.intersection.query,manual_needed,metal_raytracing:4295: return __metal_get_candidate_triangle_barycentric_coord_intersection_query(
__metal_get_candidate_triangle_distance_intersection_query,P10,air.get.candidate.triangle.distance.intersection.query,manual_needed,metal_raytracing:4457: return __metal_get_candidate_triangle_distance_intersection_query(
__metal_get_candidate_user_instance_id_intersection_query,P10,air.get.candidate.user.instance.id.intersection.query,manual_needed,metal_raytracing:4123: return __metal_get_candidate_user_instance_id_intersection_query(
__metal_get_candidate_world_to_object_transform_intersection_query,P10,air.get.candidate.world.to.object.transform.intersection.query,manual_needed,metal_raytracing:4141: __metal_get_candidate_world_to_object_transform_intersection_query(
__metal_get_committed_curve_parameter_intersection_query,P10,air.get.committed.curve.parameter.intersection.query,manual_needed,metal_raytracing:4342: return __metal_get_committed_curve_parameter_intersection_query(
__metal_get_committed_distance_intersection_query,P10,air.get.committed.distance.intersection.query,manual_needed,metal_raytracing:4516: return __metal_get_committed_distance_intersection_query(
__metal_get_committed_geometry_id_intersection_query,P10,air.get.committed.geometry.id.intersection.query,manual_needed,metal_raytracing:4522: return __metal_get_committed_geometry_id_intersection_query(
__metal_get_committed_instance_count_intersection_query,P10,air.get.committed.instance.count.intersection.query,manual_needed,metal_raytracing:4242: return __metal_get_committed_instance_count_intersection_query(
__metal_get_committed_instance_id_intersection_query,P10,air.get.committed.instance.id.intersection.query,manual_needed,metal_raytracing:4150: return __metal_get_committed_instance_id_intersection_query(
__metal_get_committed_intersection_type_intersection_query,P10,air.get.committed.intersection.type.intersection.query,manual_needed,metal_raytracing:4510: __metal_get_committed_intersection_type_intersection_query(
__metal_get_committed_object_to_world_transform_intersection_query,P10,air.get.committed.object.to.world.transform.intersection.query,manual_needed,metal_raytracing:4165: __metal_get_committed_object_to_world_transform_intersection_query(
__metal_get_committed_primitive_data_intersection_query,P10,air.get.committed.primitive.data.intersection.query,manual_needed,metal_raytracing:4535: return __metal_get_committed_primitive_data_intersection_query(
__metal_get_committed_primitive_id_intersection_query,P10,air.get.committed.primitive.id.intersection.query,manual_needed,metal_raytracing:4528: return __metal_get_committed_primitive_id_intersection_query(
__metal_get_committed_ray_direction_intersection_query,P10,air.get.committed.ray.direction.intersection.query,manual_needed,metal_raytracing:4548: return __metal_get_committed_ray_direction_intersection_query(
__metal_get_committed_ray_origin_intersection_query,P10,air.get.committed.ray.origin.intersection.query,manual_needed,metal_raytracing:4542: return __metal_get_committed_ray_origin_intersection_query(
__metal_get_committed_triangle_barycentric_coord_intersection_query,P10,air.get.committed.triangle.barycentric.coord.intersection.query,manual_needed,metal_raytracing:4309: return __metal_get_committed_triangle_barycentric_coord_intersection_query(
__metal_get_committed_user_instance_id_intersection_query,P10,air.get.committed.user.instance.id.intersection.query,manual_needed,metal_raytracing:4157: return __metal_get_committed_user_instance_id_intersection_query(
__metal_get_committed_world_to_object_transform_intersection_query,P10,air.get.committed.world.to.object.transform.intersection.query,manual_needed,metal_raytracing:4175: __metal_get_committed_world_to_object_transform_intersection_query(
__metal_get_control_point,P06,air.get.control.point,manual_needed,"metal_tessellation:36: return __metal_get_control_point(pcp, static_cast<uint>(pos), T());"
__metal_get_curve_parameter_intersection_result,P10,air.get.curve.parameter.intersection.result,manual_needed,metal_raytracing:2330: return __metal_get_curve_parameter_intersection_result(
__metal_get_data_pointer_tensor,P11,air.get.data.pointer.tensor,manual_needed,metal_tensor:1250: return (data_handle_type) __metal_get_data_pointer_tensor(
__metal_get_distance_intersection_result,P10,air.get.distance.intersection.result,manual_needed,metal_raytracing:2391: return __metal_get_distance_intersection_result(
__metal_get_extent_tensor,P11,air.get.extent.tensor,manual_needed,"metal_tensor:590: return __metal_get_extent_tensor(self->handle(),"
__metal_get_function_pointer_visible_function_table,P10,air.get.function.pointer.visible.function.table,manual_needed,metal_visible_function_table:351: return reinterpret_cast<function_pointer_type>(__metal_get_function_pointer_visible_fu
__metal_get_geometry_id_intersection_result,P10,air.get.geometry.id.intersection.result,manual_needed,metal_raytracing:2397: return __metal_get_geometry_id_intersection_result(
__metal_get_height_depth_2d_array_t,P06,air.get.height.depth.2d.array.t,manual_needed,"__bits/metal_depth2d_array:1802: return __metal_get_height_depth_2d_array_t(derived.t, lod);"
__metal_get_height_depth_2d_ms_array_t,P06,air.get.height.depth.2d.ms.array.t,manual_needed,__bits/metal_depth2d_ms_array:266: return __metal_get_height_depth_2d_ms_array_t(derived.t);
__metal_get_height_depth_2d_ms_t,P06,air.get.height.depth.2d.ms.t,manual_needed,__bits/metal_depth2d_ms:265: return __metal_get_height_depth_2d_ms_t(derived.t);
__metal_get_height_depth_2d_t,P06,air.get.height.depth.2d.t,manual_needed,"__bits/metal_depth2d:1802: return __metal_get_height_depth_2d_t(derived.t, lod);"
__metal_get_height_depth_cube_array_t,P06,air.get.height.depth.cube.array.t,manual_needed,"__bits/metal_depthcube_array:1791: return __metal_get_height_depth_cube_array_t(derived.t, lod);"
__metal_get_height_depth_cube_t,P06,air.get.height.depth.cube.t,manual_needed,"__bits/metal_depthcube:1804: return __metal_get_height_depth_cube_t(derived.t, lod);"
__metal_get_height_texture_cube_array_t,P06,air.get_height_texture_cube_array,manual_needed,"__bits/metal_texturecube_array:2245: return __metal_get_height_texture_cube_array_t(derived.t, lod);"
__metal_get_height_texture_cube_t,P06,air.get_height_texture_cube,manual_needed,"__bits/metal_texturecube:2255: return __metal_get_height_texture_cube_t(derived.t, lod);"
__metal_get_imageblock_color_coverage_mask,P06,air.get.imageblock.color.coverage.mask,manual_needed,"metal_imageblocks:169: return __metal_get_imageblock_color_coverage_mask(_imgblock, coord, color_index);"
__metal_get_imageblock_height,P06,air.get.imageblock.height,manual_needed,metal_imageblocks:154: return __metal_get_imageblock_height(_imgblock);
__metal_get_imageblock_num_colors,P06,air.get.imageblock.num.colors,manual_needed,"metal_imageblocks:164: return __metal_get_imageblock_num_colors(_imgblock, coord);"
__metal_get_imageblock_samples,P06,air.get.imageblock.samples,manual_needed,metal_imageblocks:159: return __metal_get_imageblock_samples(_imgblock);
__metal_get_imageblock_width,P06,air.get.imageblock.width,manual_needed,metal_imageblocks:149: return __metal_get_imageblock_width(_imgblock);
__metal_get_instance_acceleration_structure_instance_acceleration_structure,P10,air.get.instance.acceleration.structure.instance.acceleration.structure,manual_needed,metal_raytracing:732: return Derived<ResultTags...>(__metal_get_instance_acceleration_structure_instance_acceleration_st
__metal_get_instance_count_instance_acceleration_structure,P10,air.get.instance.count.instance.acceleration.structure,manual_needed,metal_raytracing:701: return __metal_get_instance_count_instance_acceleration_structure(derived.as);
__metal_get_instance_count_intersection_result,P10,air.get.instance.count.intersection.result,manual_needed,metal_raytracing:2281: return __metal_get_instance_count_intersection_result(
__metal_get_instance_id_intersection_result,P10,air.get.instance.id.intersection.result,manual_needed,metal_raytracing:2242: return __metal_get_instance_id_intersection_result(
__metal_get_intersection_params_intersection_query,P10,air.get.intersection.params.intersection.query,manual_needed,metal_raytracing:4410: __metal_get_intersection_params_intersection_query(
__metal_get_null_depth_2d_array_t,P06,air.get.null.depth.2d.array.t,manual_needed,__bits/metal_depth2d_array:2221: METAL_FUNC depth2d_array() thread  : t(__metal_get_null_depth_2d_array_t()) {}
__metal_get_null_depth_2d_ms_array_t,P06,air.get.null.depth.2d.ms.array.t,manual_needed,__bits/metal_depth2d_ms_array:681: METAL_FUNC depth2d_ms_array() thread : t(__metal_get_null_depth_2d_ms_array_t()) {}
__metal_get_null_depth_2d_ms_t,P06,air.get.null.depth.2d.ms.t,manual_needed,__bits/metal_depth2d_ms:650: METAL_FUNC depth2d_ms() thread : t(__metal_get_null_depth_2d_ms_t()) {}
__metal_get_null_depth_2d_t,P06,air.get.null.depth.2d.t,manual_needed,__bits/metal_depth2d:2191: METAL_FUNC depth2d() thread : t(__metal_get_null_depth_2d_t()) {}
__metal_get_null_depth_cube_array_t,P06,air.get.null.depth.cube.array.t,manual_needed,__bits/metal_depthcube_array:2210: METAL_FUNC depthcube_array() thread : t(__metal_get_null_depth_cube_array_t()) {}
__metal_get_null_depth_cube_t,P06,air.get.null.depth.cube.t,manual_needed,__bits/metal_depthcube:2193: METAL_FUNC depthcube() thread : t(__metal_get_null_depth_cube_t()) {}
__metal_get_null_function_handle,P10,air.get.null.function.handle,manual_needed,metal_raytracing:1372: METAL_FUNC intersection_function_handle() thread : function_handle(__metal_get_null_function_hand
__metal_get_null_instance_acceleration_structure,P10,air.get.null.instance.acceleration.structure,manual_needed,metal_raytracing:684: return __metal_get_null_instance_acceleration_structure();
__metal_get_null_intersection_function_table,P10,air.get.null.intersection.function.table,manual_needed,metal_raytracing:1467: METAL_FUNC intersection_function_table() thread : t(__metal_get_null_intersection_function_table(
__metal_get_null_primitive_acceleration_structure,P10,air.get.null.primitive.acceleration.structure,manual_needed,metal_raytracing:663: return __metal_get_null_primitive_acceleration_structure();
__metal_get_null_tensor,P11,air.get.null.tensor,manual_needed,metal_tensor:1458: METAL_FUNC tensor() thread : _t(__metal_get_null_tensor())
__metal_get_null_texture_1d_array_t,P06,air.get_null_texture_1d_array,manual_needed,__bits/metal_texture1d_array:1972: METAL_FUNC texture1d_array() thread : t(__metal_get_null_texture_1d_array_t()) {}
__metal_get_null_texture_1d_t,P06,air.get_null_texture_1d,manual_needed,__bits/metal_texture1d:1940: METAL_FUNC texture1d() thread : t(__metal_get_null_texture_1d_t()) {}
__metal_get_null_texture_2d_array_t,P06,air.get_null_texture_2d_array,manual_needed,__bits/metal_texture2d_array:2661: METAL_FUNC texture2d_array() thread : t(__metal_get_null_texture_2d_array_t()) {}
__metal_get_null_texture_2d_ms_array_t,P06,air.get_null_texture_2d_ms_array,manual_needed,__bits/metal_texture2d_ms_array:688: METAL_FUNC texture2d_ms_array() thread : t(__metal_get_null_texture_2d_ms_array_t()
__metal_get_null_texture_2d_ms_t,P06,air.get_null_texture_2d_ms,manual_needed,__bits/metal_texture2d_ms:657: METAL_FUNC texture2d_ms() thread : t(__metal_get_null_texture_2d_ms_t()) {}
__metal_get_null_texture_2d_t,P06,air.get_null_texture_2d,manual_needed,__bits/metal_texture2d:2641: METAL_FUNC texture2d() thread : t(__metal_get_null_texture_2d_t()) {}
__metal_get_null_texture_3d_t,P06,air.get_null_texture_3d,manual_needed,__bits/metal_texture3d:2555: METAL_FUNC texture3d() thread : t(__metal_get_null_texture_3d_t()) {}
__metal_get_null_texture_buffer_1d_t,P06,air.get_null_texture_buffer_1d,manual_needed,__bits/metal_texture_buffer:1575: METAL_FUNC texture_buffer() thread : t(__metal_get_null_texture_buffer_1d_t()) {}
__metal_get_null_texture_cube_array_t,P06,air.get_null_texture_cube_array,manual_needed,__bits/metal_texturecube_array:2682: METAL_FUNC texturecube_array() thread : t(__metal_get_null_texture_cube_array_t()) 
__metal_get_null_texture_cube_t,P06,air.get_null_texture_cube,manual_needed,__bits/metal_texturecube:2662: METAL_FUNC texturecube() thread : t(__metal_get_null_texture_cube_t()) {}
__metal_get_null_visible_function_table,P10,air.get.null.visible.function.table,manual_needed,metal_visible_function_table:191: METAL_FUNC visible_function_table() thread : t(__metal_get_null_visible_function_table
__metal_get_num_mip_levels_depth_2d_array_t,P06,air.get.num.mip.levels.depth.2d.array.t,manual_needed,__bits/metal_depth2d_array:1812: return __metal_get_num_mip_levels_depth_2d_array_t(derived.t);
__metal_get_num_mip_levels_depth_2d_t,P06,air.get.num.mip.levels.depth.2d.t,manual_needed,__bits/metal_depth2d:1807: return __metal_get_num_mip_levels_depth_2d_t(derived.t);
__metal_get_num_mip_levels_depth_cube_array_t,P06,air.get.num.mip.levels.depth.cube.array.t,manual_needed,__bits/metal_depthcube_array:1801: return __metal_get_num_mip_levels_depth_cube_array_t(derived.t);
__metal_get_num_mip_levels_depth_cube_t,P06,air.get.num.mip.levels.depth.cube.t,manual_needed,__bits/metal_depthcube:1809: return __metal_get_num_mip_levels_depth_cube_t(derived.t);
__metal_get_num_mip_levels_texture_1d_array_t,P06,air.get_num_mip_levels_texture_1d_array,manual_needed,__bits/metal_texture1d_array:1574: return __metal_get_num_mip_levels_texture_1d_array_t(derived.t);
__metal_get_num_mip_levels_texture_1d_t,P06,air.get_num_mip_levels_texture_1d,manual_needed,__bits/metal_texture1d:1567: return __metal_get_num_mip_levels_texture_1d_t(derived.t);
__metal_get_num_mip_levels_texture_2d_array_t,P06,air.get_num_mip_levels_texture_2d_array,manual_needed,__bits/metal_texture2d_array:2236: return __metal_get_num_mip_levels_texture_2d_array_t(derived.t);
__metal_get_num_mip_levels_texture_2d_t,P06,air.get_num_mip_levels_texture_2d,manual_needed,__bits/metal_texture2d:2241: return __metal_get_num_mip_levels_texture_2d_t(derived.t);
__metal_get_num_mip_levels_texture_3d_t,P06,air.get_num_mip_levels_texture_3d,manual_needed,__bits/metal_texture3d:2132: return __metal_get_num_mip_levels_texture_3d_t(derived.t);
__metal_get_num_mip_levels_texture_cube_array_t,P06,air.get_num_mip_levels_texture_cube_array,manual_needed,__bits/metal_texturecube_array:2255: return __metal_get_num_mip_levels_texture_cube_array_t(derived.t);
__metal_get_num_mip_levels_texture_cube_t,P06,air.get_num_mip_levels_texture_cube,manual_needed,__bits/metal_texturecube:2260: return __metal_get_num_mip_levels_texture_cube_t(derived.t);
__metal_get_num_patch_control_points,P06,air.get.num.patch.control.points,manual_needed,metal_tessellation:31: return __metal_get_num_patch_control_points();
__metal_get_num_samples,P06,air.get.num.samples,manual_needed,metal_graphics:172: return __metal_get_num_samples(0);
__metal_get_num_samples_depth_2d_ms_array_t,P06,air.get.num.samples.depth.2d.ms.array.t,manual_needed,__bits/metal_depth2d_ms_array:276: return __metal_get_num_samples_depth_2d_ms_array_t(derived.t);
