msl_api_signature,namespace,guard,class,metal_builtins,clang_builtins,file,line
"matrix<T, Cols, Rows> operator+(const object_data  matrix<T, Cols, Rows> &a, const thread  matrix<T, Cols, Rows> &b)",metal,__HAVE_MESH__,header_only,,,metal_matrix,3688
"matrix<T, Cols, Rows> operator-(const object_data  matrix<T, Cols, Rows> &a, const thread  matrix<T, Cols, Rows> &b)",metal,__HAVE_MESH__,header_only,,,metal_matrix,3694
"matrix<T, Cols, Rows> operator*(const object_data  matrix<T, K, Rows> &a, const thread  matrix<T, Cols, K> &b)",metal,__HAVE_MESH__,header_only,,,metal_matrix,3700
"matrix<T, Cols, Rows> operator+(const object_data  matrix<T, Cols, Rows> &a, const device  matrix<T, Cols, Rows> &b)",metal,__HAVE_MESH__,header_only,,,metal_matrix,3707
"matrix<T, Cols, Rows> operator-(const object_data  matrix<T, Cols, Rows> &a, const device  matrix<T, Cols, Rows> &b)",metal,__HAVE_MESH__,header_only,,,metal_matrix,3713
"matrix<T, Cols, Rows> operator*(const object_data  matrix<T, K, Rows> &a, const device  matrix<T, Cols, K> &b)",metal,__HAVE_MESH__,header_only,,,metal_matrix,3719
"matrix<T, Cols, Rows> operator+(const object_data  matrix<T, Cols, Rows> &a, const device coherent(device) matrix<T, Cols, Rows> &b)",metal,__HAVE_COHERENT__|__HAVE_MESH__,header_only,,,metal_matrix,3727
"matrix<T, Cols, Rows> operator-(const object_data  matrix<T, Cols, Rows> &a, const device coherent(device) matrix<T, Cols, Rows> &b)",metal,__HAVE_COHERENT__|__HAVE_MESH__,header_only,,,metal_matrix,3733
"matrix<T, Cols, Rows> operator*(const object_data  matrix<T, K, Rows> &a, const device coherent(device) matrix<T, Cols, K> &b)",metal,__HAVE_COHERENT__|__HAVE_MESH__,header_only,,,metal_matrix,3739
"matrix<T, Cols, Rows> operator+(const object_data  matrix<T, Cols, Rows> &a, const threadgroup  matrix<T, Cols, Rows> &b)",metal,__HAVE_MESH__,header_only,,,metal_matrix,3747
"matrix<T, Cols, Rows> operator-(const object_data  matrix<T, Cols, Rows> &a, const threadgroup  matrix<T, Cols, Rows> &b)",metal,__HAVE_MESH__,header_only,,,metal_matrix,3753
"matrix<T, Cols, Rows> operator*(const object_data  matrix<T, K, Rows> &a, const threadgroup  matrix<T, Cols, K> &b)",metal,__HAVE_MESH__,header_only,,,metal_matrix,3759
"matrix<T, Cols, Rows> operator+(const object_data  matrix<T, Cols, Rows> &a, const threadgroup_imageblock  matrix<T, Cols, Rows> &b)",metal,__HAVE_MESH__|__HAVE_IMAGEBLOCKS__,header_only,,,metal_matrix,3767
"matrix<T, Cols, Rows> operator-(const object_data  matrix<T, Cols, Rows> &a, const threadgroup_imageblock  matrix<T, Cols, Rows> &b)",metal,__HAVE_MESH__|__HAVE_IMAGEBLOCKS__,header_only,,,metal_matrix,3773
"matrix<T, Cols, Rows> operator*(const object_data  matrix<T, K, Rows> &a, const threadgroup_imageblock  matrix<T, Cols, K> &b)",metal,__HAVE_MESH__|__HAVE_IMAGEBLOCKS__,header_only,,,metal_matrix,3779
"matrix<T, Cols, Rows> operator+(const object_data  matrix<T, Cols, Rows> &a, const ray_data  matrix<T, Cols, Rows> &b)",metal,__HAVE_MESH__|__HAVE_RAYTRACING__,header_only,,,metal_matrix,3788
"matrix<T, Cols, Rows> operator-(const object_data  matrix<T, Cols, Rows> &a, const ray_data  matrix<T, Cols, Rows> &b)",metal,__HAVE_MESH__|__HAVE_RAYTRACING__,header_only,,,metal_matrix,3794
"matrix<T, Cols, Rows> operator*(const object_data  matrix<T, K, Rows> &a, const ray_data  matrix<T, Cols, K> &b)",metal,__HAVE_MESH__|__HAVE_RAYTRACING__,header_only,,,metal_matrix,3800
"matrix<T, Cols, Rows> operator+(const object_data  matrix<T, Cols, Rows> &a, const object_data  matrix<T, Cols, Rows> &b)",metal,__HAVE_MESH__,header_only,,,metal_matrix,3808
"matrix<T, Cols, Rows> operator-(const object_data  matrix<T, Cols, Rows> &a, const object_data  matrix<T, Cols, Rows> &b)",metal,__HAVE_MESH__,header_only,,,metal_matrix,3814
"matrix<T, Cols, Rows> operator*(const object_data  matrix<T, K, Rows> &a, const object_data  matrix<T, Cols, K> &b)",metal,__HAVE_MESH__,header_only,,,metal_matrix,3820
"matrix<T, Cols, Rows> operator+(const object_data  matrix<T, Cols, Rows> &a, const constant  matrix<T, Cols, Rows> &b)",metal,__HAVE_MESH__,header_only,,,metal_matrix,3827
"matrix<T, Cols, Rows> operator-(const object_data  matrix<T, Cols, Rows> &a, const constant  matrix<T, Cols, Rows> &b)",metal,__HAVE_MESH__,header_only,,,metal_matrix,3833
"matrix<T, Cols, Rows> operator*(const object_data  matrix<T, K, Rows> &a, const constant  matrix<T, Cols, K> &b)",metal,__HAVE_MESH__,header_only,,,metal_matrix,3839
"matrix<T, Cols, Rows> operator+(const constant  matrix<T, Cols, Rows> &a, const thread  matrix<T, Cols, Rows> &b)",metal,,header_only,,,metal_matrix,3845
"matrix<T, Cols, Rows> operator-(const constant  matrix<T, Cols, Rows> &a, const thread  matrix<T, Cols, Rows> &b)",metal,,header_only,,,metal_matrix,3851
"matrix<T, Cols, Rows> operator*(const constant  matrix<T, K, Rows> &a, const thread  matrix<T, Cols, K> &b)",metal,,header_only,,,metal_matrix,3857
"matrix<T, Cols, Rows> operator+(const constant  matrix<T, Cols, Rows> &a, const device  matrix<T, Cols, Rows> &b)",metal,,header_only,,,metal_matrix,3862
"matrix<T, Cols, Rows> operator-(const constant  matrix<T, Cols, Rows> &a, const device  matrix<T, Cols, Rows> &b)",metal,,header_only,,,metal_matrix,3868
"matrix<T, Cols, Rows> operator*(const constant  matrix<T, K, Rows> &a, const device  matrix<T, Cols, K> &b)",metal,,header_only,,,metal_matrix,3874
"matrix<T, Cols, Rows> operator+(const constant  matrix<T, Cols, Rows> &a, const device coherent(device) matrix<T, Cols, Rows> &b)",metal,__HAVE_COHERENT__,header_only,,,metal_matrix,3880
"matrix<T, Cols, Rows> operator-(const constant  matrix<T, Cols, Rows> &a, const device coherent(device) matrix<T, Cols, Rows> &b)",metal,__HAVE_COHERENT__,header_only,,,metal_matrix,3886
"matrix<T, Cols, Rows> operator*(const constant  matrix<T, K, Rows> &a, const device coherent(device) matrix<T, Cols, K> &b)",metal,__HAVE_COHERENT__,header_only,,,metal_matrix,3892
"matrix<T, Cols, Rows> operator+(const constant  matrix<T, Cols, Rows> &a, const threadgroup  matrix<T, Cols, Rows> &b)",metal,,header_only,,,metal_matrix,3898
"matrix<T, Cols, Rows> operator-(const constant  matrix<T, Cols, Rows> &a, const threadgroup  matrix<T, Cols, Rows> &b)",metal,,header_only,,,metal_matrix,3904
"matrix<T, Cols, Rows> operator*(const constant  matrix<T, K, Rows> &a, const threadgroup  matrix<T, Cols, K> &b)",metal,,header_only,,,metal_matrix,3910
"matrix<T, Cols, Rows> operator+(const constant  matrix<T, Cols, Rows> &a, const threadgroup_imageblock  matrix<T, Cols, Rows> &b)",metal,__HAVE_IMAGEBLOCKS__,header_only,,,metal_matrix,3916
"matrix<T, Cols, Rows> operator-(const constant  matrix<T, Cols, Rows> &a, const threadgroup_imageblock  matrix<T, Cols, Rows> &b)",metal,__HAVE_IMAGEBLOCKS__,header_only,,,metal_matrix,3922
"matrix<T, Cols, Rows> operator*(const constant  matrix<T, K, Rows> &a, const threadgroup_imageblock  matrix<T, Cols, K> &b)",metal,__HAVE_IMAGEBLOCKS__,header_only,,,metal_matrix,3928
"matrix<T, Cols, Rows> operator+(const constant  matrix<T, Cols, Rows> &a, const ray_data  matrix<T, Cols, Rows> &b)",metal,__HAVE_RAYTRACING__,header_only,,,metal_matrix,3935
"matrix<T, Cols, Rows> operator-(const constant  matrix<T, Cols, Rows> &a, const ray_data  matrix<T, Cols, Rows> &b)",metal,__HAVE_RAYTRACING__,header_only,,,metal_matrix,3941
"matrix<T, Cols, Rows> operator*(const constant  matrix<T, K, Rows> &a, const ray_data  matrix<T, Cols, K> &b)",metal,__HAVE_RAYTRACING__,header_only,,,metal_matrix,3947
"matrix<T, Cols, Rows> operator+(const constant  matrix<T, Cols, Rows> &a, const object_data  matrix<T, Cols, Rows> &b)",metal,__HAVE_MESH__,header_only,,,metal_matrix,3954
"matrix<T, Cols, Rows> operator-(const constant  matrix<T, Cols, Rows> &a, const object_data  matrix<T, Cols, Rows> &b)",metal,__HAVE_MESH__,header_only,,,metal_matrix,3960
"matrix<T, Cols, Rows> operator*(const constant  matrix<T, K, Rows> &a, const object_data  matrix<T, Cols, K> &b)",metal,__HAVE_MESH__,header_only,,,metal_matrix,3966
"matrix<T, Cols, Rows> operator+(const constant  matrix<T, Cols, Rows> &a, const constant  matrix<T, Cols, Rows> &b)",metal,,header_only,,,metal_matrix,3972
"matrix<T, Cols, Rows> operator-(const constant  matrix<T, Cols, Rows> &a, const constant  matrix<T, Cols, Rows> &b)",metal,,header_only,,,metal_matrix,3978
"matrix<T, Cols, Rows> operator*(const constant  matrix<T, K, Rows> &a, const constant  matrix<T, Cols, K> &b)",metal,,header_only,,,metal_matrix,3984
"matrix<T, Cols, Rows> _matrix_matrix_product_impl(const thread  matrix<T, K, Rows> &a, const thread  matrix<T, Cols, K> &b, _integer_sequence<int, C...>)",metal,,header_only,,,metal_matrix,3990
"matrix<T, Cols, Rows> _matrix_matrix_product_impl(const thread  matrix<T, K, Rows> &a, const device  matrix<T, Cols, K> &b, _integer_sequence<int, C...>)",metal,,header_only,,,metal_matrix,3995
"matrix<T, Cols, Rows> _matrix_matrix_product_impl(const thread  matrix<T, K, Rows> &a, const device coherent(device) matrix<T, Cols, K> &b, _integer_sequence<int, C...>)",metal,__HAVE_COHERENT__,header_only,,,metal_matrix,4001
"matrix<T, Cols, Rows> _matrix_matrix_product_impl(const thread  matrix<T, K, Rows> &a, const threadgroup  matrix<T, Cols, K> &b, _integer_sequence<int, C...>)",metal,,header_only,,,metal_matrix,4007
"matrix<T, Cols, Rows> _matrix_matrix_product_impl(const thread  matrix<T, K, Rows> &a, const threadgroup_imageblock  matrix<T, Cols, K> &b, _integer_sequence<int, C...>)",metal,__HAVE_IMAGEBLOCKS__,header_only,,,metal_matrix,4013
"matrix<T, Cols, Rows> _matrix_matrix_product_impl(const thread  matrix<T, K, Rows> &a, const ray_data  matrix<T, Cols, K> &b, _integer_sequence<int, C...>)",metal,__HAVE_RAYTRACING__,header_only,,,metal_matrix,4020
"matrix<T, Cols, Rows> _matrix_matrix_product_impl(const thread  matrix<T, K, Rows> &a, const object_data  matrix<T, Cols, K> &b, _integer_sequence<int, C...>)",metal,__HAVE_MESH__,header_only,,,metal_matrix,4027
"matrix<T, Cols, Rows> _matrix_matrix_product_impl(const thread  matrix<T, K, Rows> &a, const constant  matrix<T, Cols, K> &b, _integer_sequence<int, C...>)",metal,,header_only,,,metal_matrix,4033
"matrix<T, Cols, Rows> _matrix_matrix_product_impl(const device  matrix<T, K, Rows> &a, const thread  matrix<T, Cols, K> &b, _integer_sequence<int, C...>)",metal,,header_only,,,metal_matrix,4038
"matrix<T, Cols, Rows> _matrix_matrix_product_impl(const device  matrix<T, K, Rows> &a, const device  matrix<T, Cols, K> &b, _integer_sequence<int, C...>)",metal,,header_only,,,metal_matrix,4043
"matrix<T, Cols, Rows> _matrix_matrix_product_impl(const device  matrix<T, K, Rows> &a, const device coherent(device) matrix<T, Cols, K> &b, _integer_sequence<int, C...>)",metal,__HAVE_COHERENT__,header_only,,,metal_matrix,4049
"matrix<T, Cols, Rows> _matrix_matrix_product_impl(const device  matrix<T, K, Rows> &a, const threadgroup  matrix<T, Cols, K> &b, _integer_sequence<int, C...>)",metal,,header_only,,,metal_matrix,4055
"matrix<T, Cols, Rows> _matrix_matrix_product_impl(const device  matrix<T, K, Rows> &a, const threadgroup_imageblock  matrix<T, Cols, K> &b, _integer_sequence<int, C...>)",metal,__HAVE_IMAGEBLOCKS__,header_only,,,metal_matrix,4061
"matrix<T, Cols, Rows> _matrix_matrix_product_impl(const device  matrix<T, K, Rows> &a, const ray_data  matrix<T, Cols, K> &b, _integer_sequence<int, C...>)",metal,__HAVE_RAYTRACING__,header_only,,,metal_matrix,4068
"matrix<T, Cols, Rows> _matrix_matrix_product_impl(const device  matrix<T, K, Rows> &a, const object_data  matrix<T, Cols, K> &b, _integer_sequence<int, C...>)",metal,__HAVE_MESH__,header_only,,,metal_matrix,4075
"matrix<T, Cols, Rows> _matrix_matrix_product_impl(const device  matrix<T, K, Rows> &a, const constant  matrix<T, Cols, K> &b, _integer_sequence<int, C...>)",metal,,header_only,,,metal_matrix,4081
"matrix<T, Cols, Rows> _matrix_matrix_product_impl(const device coherent(device) matrix<T, K, Rows> &a, const thread  matrix<T, Cols, K> &b, _integer_sequence<int, C...>)",metal,__HAVE_COHERENT__,header_only,,,metal_matrix,4087
"matrix<T, Cols, Rows> _matrix_matrix_product_impl(const device coherent(device) matrix<T, K, Rows> &a, const device  matrix<T, Cols, K> &b, _integer_sequence<int, C...>)",metal,__HAVE_COHERENT__,header_only,,,metal_matrix,4094
"matrix<T, Cols, Rows> _matrix_matrix_product_impl(const device coherent(device) matrix<T, K, Rows> &a, const device coherent(device) matrix<T, Cols, K> &b, _integer_sequence<int, C...>)",metal,__HAVE_COHERENT__,header_only,,,metal_matrix,4101
"matrix<T, Cols, Rows> _matrix_matrix_product_impl(const device coherent(device) matrix<T, K, Rows> &a, const threadgroup  matrix<T, Cols, K> &b, _integer_sequence<int, C...>)",metal,__HAVE_COHERENT__,header_only,,,metal_matrix,4108
"matrix<T, Cols, Rows> _matrix_matrix_product_impl(const device coherent(device) matrix<T, K, Rows> &a, const threadgroup_imageblock  matrix<T, Cols, K> &b, _integer_sequence<int, C...>)",metal,__HAVE_COHERENT__|__HAVE_IMAGEBLOCKS__,header_only,,,metal_matrix,4116
"matrix<T, Cols, Rows> _matrix_matrix_product_impl(const device coherent(device) matrix<T, K, Rows> &a, const ray_data  matrix<T, Cols, K> &b, _integer_sequence<int, C...>)",metal,__HAVE_COHERENT__|__HAVE_RAYTRACING__,header_only,,,metal_matrix,4125
"matrix<T, Cols, Rows> _matrix_matrix_product_impl(const device coherent(device) matrix<T, K, Rows> &a, const object_data  matrix<T, Cols, K> &b, _integer_sequence<int, C...>)",metal,__HAVE_COHERENT__|__HAVE_MESH__,header_only,,,metal_matrix,4134
"matrix<T, Cols, Rows> _matrix_matrix_product_impl(const device coherent(device) matrix<T, K, Rows> &a, const constant  matrix<T, Cols, K> &b, _integer_sequence<int, C...>)",metal,__HAVE_COHERENT__,header_only,,,metal_matrix,4142
"matrix<T, Cols, Rows> _matrix_matrix_product_impl(const threadgroup  matrix<T, K, Rows> &a, const thread  matrix<T, Cols, K> &b, _integer_sequence<int, C...>)",metal,,header_only,,,metal_matrix,4148
"matrix<T, Cols, Rows> _matrix_matrix_product_impl(const threadgroup  matrix<T, K, Rows> &a, const device  matrix<T, Cols, K> &b, _integer_sequence<int, C...>)",metal,,header_only,,,metal_matrix,4153
"matrix<T, Cols, Rows> _matrix_matrix_product_impl(const threadgroup  matrix<T, K, Rows> &a, const device coherent(device) matrix<T, Cols, K> &b, _integer_sequence<int, C...>)",metal,__HAVE_COHERENT__,header_only,,,metal_matrix,4159
"matrix<T, Cols, Rows> _matrix_matrix_product_impl(const threadgroup  matrix<T, K, Rows> &a, const threadgroup  matrix<T, Cols, K> &b, _integer_sequence<int, C...>)",metal,,header_only,,,metal_matrix,4165
"matrix<T, Cols, Rows> _matrix_matrix_product_impl(const threadgroup  matrix<T, K, Rows> &a, const threadgroup_imageblock  matrix<T, Cols, K> &b, _integer_sequence<int, C...>)",metal,__HAVE_IMAGEBLOCKS__,header_only,,,metal_matrix,4171
"matrix<T, Cols, Rows> _matrix_matrix_product_impl(const threadgroup  matrix<T, K, Rows> &a, const ray_data  matrix<T, Cols, K> &b, _integer_sequence<int, C...>)",metal,__HAVE_RAYTRACING__,header_only,,,metal_matrix,4178
"matrix<T, Cols, Rows> _matrix_matrix_product_impl(const threadgroup  matrix<T, K, Rows> &a, const object_data  matrix<T, Cols, K> &b, _integer_sequence<int, C...>)",metal,__HAVE_MESH__,header_only,,,metal_matrix,4185
"matrix<T, Cols, Rows> _matrix_matrix_product_impl(const threadgroup  matrix<T, K, Rows> &a, const constant  matrix<T, Cols, K> &b, _integer_sequence<int, C...>)",metal,,header_only,,,metal_matrix,4191
"matrix<T, Cols, Rows> _matrix_matrix_product_impl(const threadgroup_imageblock  matrix<T, K, Rows> &a, const thread  matrix<T, Cols, K> &b, _integer_sequence<int, C...>)",metal,__HAVE_IMAGEBLOCKS__,header_only,,,metal_matrix,4197
"matrix<T, Cols, Rows> _matrix_matrix_product_impl(const threadgroup_imageblock  matrix<T, K, Rows> &a, const device  matrix<T, Cols, K> &b, _integer_sequence<int, C...>)",metal,__HAVE_IMAGEBLOCKS__,header_only,,,metal_matrix,4204
"matrix<T, Cols, Rows> _matrix_matrix_product_impl(const threadgroup_imageblock  matrix<T, K, Rows> &a, const device coherent(device) matrix<T, Cols, K> &b, _integer_sequence<int, C...>)",metal,__HAVE_COHERENT__|__HAVE_IMAGEBLOCKS__,header_only,,,metal_matrix,4212
"matrix<T, Cols, Rows> _matrix_matrix_product_impl(const threadgroup_imageblock  matrix<T, K, Rows> &a, const threadgroup  matrix<T, Cols, K> &b, _integer_sequence<int, C...>)",metal,__HAVE_IMAGEBLOCKS__,header_only,,,metal_matrix,4220
"matrix<T, Cols, Rows> _matrix_matrix_product_impl(const threadgroup_imageblock  matrix<T, K, Rows> &a, const threadgroup_imageblock  matrix<T, Cols, K> &b, _integer_sequence<int, C...>)",metal,__HAVE_IMAGEBLOCKS__,header_only,,,metal_matrix,4227
"matrix<T, Cols, Rows> _matrix_matrix_product_impl(const threadgroup_imageblock  matrix<T, K, Rows> &a, const ray_data  matrix<T, Cols, K> &b, _integer_sequence<int, C...>)",metal,__HAVE_RAYTRACING__|__HAVE_IMAGEBLOCKS__,header_only,,,metal_matrix,4235
"matrix<T, Cols, Rows> _matrix_matrix_product_impl(const threadgroup_imageblock  matrix<T, K, Rows> &a, const object_data  matrix<T, Cols, K> &b, _integer_sequence<int, C...>)",metal,__HAVE_MESH__|__HAVE_IMAGEBLOCKS__,header_only,,,metal_matrix,4244
"matrix<T, Cols, Rows> _matrix_matrix_product_impl(const threadgroup_imageblock  matrix<T, K, Rows> &a, const constant  matrix<T, Cols, K> &b, _integer_sequence<int, C...>)",metal,__HAVE_IMAGEBLOCKS__,header_only,,,metal_matrix,4252
"matrix<T, Cols, Rows> _matrix_matrix_product_impl(const ray_data  matrix<T, K, Rows> &a, const thread  matrix<T, Cols, K> &b, _integer_sequence<int, C...>)",metal,__HAVE_RAYTRACING__,header_only,,,metal_matrix,4259
"matrix<T, Cols, Rows> _matrix_matrix_product_impl(const ray_data  matrix<T, K, Rows> &a, const device  matrix<T, Cols, K> &b, _integer_sequence<int, C...>)",metal,__HAVE_RAYTRACING__,header_only,,,metal_matrix,4266
"matrix<T, Cols, Rows> _matrix_matrix_product_impl(const ray_data  matrix<T, K, Rows> &a, const device coherent(device) matrix<T, Cols, K> &b, _integer_sequence<int, C...>)",metal,__HAVE_COHERENT__|__HAVE_RAYTRACING__,header_only,,,metal_matrix,4274
"matrix<T, Cols, Rows> _matrix_matrix_product_impl(const ray_data  matrix<T, K, Rows> &a, const threadgroup  matrix<T, Cols, K> &b, _integer_sequence<int, C...>)",metal,__HAVE_RAYTRACING__,header_only,,,metal_matrix,4282
"matrix<T, Cols, Rows> _matrix_matrix_product_impl(const ray_data  matrix<T, K, Rows> &a, const threadgroup_imageblock  matrix<T, Cols, K> &b, _integer_sequence<int, C...>)",metal,__HAVE_RAYTRACING__|__HAVE_IMAGEBLOCKS__,header_only,,,metal_matrix,4290
"matrix<T, Cols, Rows> _matrix_matrix_product_impl(const ray_data  matrix<T, K, Rows> &a, const ray_data  matrix<T, Cols, K> &b, _integer_sequence<int, C...>)",metal,__HAVE_RAYTRACING__,header_only,,,metal_matrix,4298
"matrix<T, Cols, Rows> _matrix_matrix_product_impl(const ray_data  matrix<T, K, Rows> &a, const object_data  matrix<T, Cols, K> &b, _integer_sequence<int, C...>)",metal,__HAVE_MESH__|__HAVE_RAYTRACING__,header_only,,,metal_matrix,4306
"matrix<T, Cols, Rows> _matrix_matrix_product_impl(const ray_data  matrix<T, K, Rows> &a, const constant  matrix<T, Cols, K> &b, _integer_sequence<int, C...>)",metal,__HAVE_RAYTRACING__,header_only,,,metal_matrix,4314
"matrix<T, Cols, Rows> _matrix_matrix_product_impl(const object_data  matrix<T, K, Rows> &a, const thread  matrix<T, Cols, K> &b, _integer_sequence<int, C...>)",metal,__HAVE_MESH__,header_only,,,metal_matrix,4321
"matrix<T, Cols, Rows> _matrix_matrix_product_impl(const object_data  matrix<T, K, Rows> &a, const device  matrix<T, Cols, K> &b, _integer_sequence<int, C...>)",metal,__HAVE_MESH__,header_only,,,metal_matrix,4328
