msl_api_signature,namespace,guard,class,metal_builtins,clang_builtins,file,line
uchar4 reverse_bits(uchar4 x),metal,__HAVE_INTEGER_BIT_EDIT_FUNCTIONS__,builtin_direct,__metal_reverse_bits,,metal_integer,1000
"uchar4 rhadd(uchar4 x, uchar4 y)",metal,,builtin_direct,__metal_rhadd,,metal_integer,1005
"uchar4 rotate(uchar4 x, uchar4 y)",metal,,builtin_direct,__metal_rotate,,metal_integer,1009
"uchar4 subsat(uchar4 x, uchar4 y)",metal,,builtin_direct,__metal_subsat,,metal_integer,1013
uchar8 abs(uchar8 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_abs,,metal_integer,1018
"uchar8 absdiff(uchar8 x, uchar8 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_absdiff,,metal_integer,1022
"uchar8 addsat(uchar8 x, uchar8 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_addsat,,metal_integer,1026
"uchar8 clamp(uchar8 x, uchar8 minval, uchar8 maxval)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_clamp,,metal_integer,1030
uchar8 clz(uchar8 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_clz,,metal_integer,1034
uchar8 ctz(uchar8 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_ctz,,metal_integer,1038
"uchar8 extract_bits(uchar8 x, uint offset, uint bits)",metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_INTEGER_BIT_EDIT_FUNCTIONS__,builtin_direct,__metal_extract_bits,,metal_integer,1043
"uchar8 hadd(uchar8 x, uchar8 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_hadd,,metal_integer,1048
"uchar8 insert_bits(uchar8 base, uchar8 insert, uint offset, uint bits)",metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_INTEGER_BIT_EDIT_FUNCTIONS__,builtin_direct,__metal_insert_bits,,metal_integer,1053
"uchar8 madhi(uchar8 x, uchar8 y, uchar8 z)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_madhi,,metal_integer,1058
"uchar8 madsat(uchar8 x, uchar8 y, uchar8 z)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_madsat,,metal_integer,1062
"uchar8 max(uchar8 x, uchar8 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_max,,metal_integer,1066
"uchar8 max3(uchar8 x, uchar8 y, uchar8 z)",metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_MAX3__,builtin_direct,__metal_max3,,metal_integer,1071
"uchar8 median3(uchar8 x, uchar8 y, uchar8 z)",metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_MEDIAN3__,builtin_direct,__metal_median3,,metal_integer,1077
"uchar8 min(uchar8 x, uchar8 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_min,,metal_integer,1082
"uchar8 min3(uchar8 x, uchar8 y, uchar8 z)",metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_MIN3__,builtin_direct,__metal_min3,,metal_integer,1087
"uchar8 mulhi(uchar8 x, uchar8 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_mulhi,,metal_integer,1092
uchar8 popcount(uchar8 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_popcount,,metal_integer,1096
uchar8 reverse_bits(uchar8 x),metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_INTEGER_BIT_EDIT_FUNCTIONS__,builtin_direct,__metal_reverse_bits,,metal_integer,1101
"uchar8 rhadd(uchar8 x, uchar8 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_rhadd,,metal_integer,1106
"uchar8 rotate(uchar8 x, uchar8 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_rotate,,metal_integer,1110
"uchar8 subsat(uchar8 x, uchar8 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_subsat,,metal_integer,1114
uchar16 abs(uchar16 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_abs,,metal_integer,1120
"uchar16 absdiff(uchar16 x, uchar16 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_absdiff,,metal_integer,1124
"uchar16 addsat(uchar16 x, uchar16 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_addsat,,metal_integer,1128
"uchar16 clamp(uchar16 x, uchar16 minval, uchar16 maxval)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_clamp,,metal_integer,1132
uchar16 clz(uchar16 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_clz,,metal_integer,1136
uchar16 ctz(uchar16 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_ctz,,metal_integer,1140
"uchar16 extract_bits(uchar16 x, uint offset, uint bits)",metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_INTEGER_BIT_EDIT_FUNCTIONS__,builtin_direct,__metal_extract_bits,,metal_integer,1145
"uchar16 hadd(uchar16 x, uchar16 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_hadd,,metal_integer,1150
"uchar16 insert_bits(uchar16 base, uchar16 insert, uint offset, uint bits)",metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_INTEGER_BIT_EDIT_FUNCTIONS__,builtin_direct,__metal_insert_bits,,metal_integer,1155
"uchar16 madhi(uchar16 x, uchar16 y, uchar16 z)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_madhi,,metal_integer,1160
"uchar16 madsat(uchar16 x, uchar16 y, uchar16 z)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_madsat,,metal_integer,1164
"uchar16 max(uchar16 x, uchar16 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_max,,metal_integer,1168
"uchar16 max3(uchar16 x, uchar16 y, uchar16 z)",metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_MAX3__,builtin_direct,__metal_max3,,metal_integer,1173
"uchar16 median3(uchar16 x, uchar16 y, uchar16 z)",metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_MEDIAN3__,builtin_direct,__metal_median3,,metal_integer,1179
"uchar16 min(uchar16 x, uchar16 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_min,,metal_integer,1184
"uchar16 min3(uchar16 x, uchar16 y, uchar16 z)",metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_MIN3__,builtin_direct,__metal_min3,,metal_integer,1189
"uchar16 mulhi(uchar16 x, uchar16 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_mulhi,,metal_integer,1194
uchar16 popcount(uchar16 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_popcount,,metal_integer,1198
uchar16 reverse_bits(uchar16 x),metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_INTEGER_BIT_EDIT_FUNCTIONS__,builtin_direct,__metal_reverse_bits,,metal_integer,1203
"uchar16 rhadd(uchar16 x, uchar16 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_rhadd,,metal_integer,1208
"uchar16 rotate(uchar16 x, uchar16 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_rotate,,metal_integer,1212
"uchar16 subsat(uchar16 x, uchar16 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_subsat,,metal_integer,1216
short abs(short x),metal,,builtin_direct,__metal_abs,,metal_integer,1221
"ushort absdiff(short x, short y)",metal,,builtin_direct,__metal_absdiff,,metal_integer,1225
"short addsat(short x, short y)",metal,,builtin_direct,__metal_addsat,,metal_integer,1229
"short clamp(short x, short minval, short maxval)",metal,,builtin_direct,__metal_clamp,,metal_integer,1233
short clz(short x),metal,,builtin_direct,__metal_clz,,metal_integer,1237
short ctz(short x),metal,,builtin_direct,__metal_ctz,,metal_integer,1241
"short extract_bits(short x, uint offset, uint bits)",metal,__HAVE_INTEGER_BIT_EDIT_FUNCTIONS__,builtin_direct,__metal_extract_bits,,metal_integer,1246
"short hadd(short x, short y)",metal,,builtin_direct,__metal_hadd,,metal_integer,1251
"short insert_bits(short base, short insert, uint offset, uint bits)",metal,__HAVE_INTEGER_BIT_EDIT_FUNCTIONS__,builtin_direct,__metal_insert_bits,,metal_integer,1256
"short madhi(short x, short y, short z)",metal,,builtin_direct,__metal_madhi,,metal_integer,1261
"short madsat(short x, short y, short z)",metal,,builtin_direct,__metal_madsat,,metal_integer,1265
"short max(short x, short y)",metal,,builtin_direct,__metal_max,,metal_integer,1269
"short max3(short x, short y, short z)",metal,__HAVE_MAX3__,builtin_direct,__metal_max3,,metal_integer,1274
"short median3(short x, short y, short z)",metal,__HAVE_MEDIAN3__,builtin_direct,__metal_median3,,metal_integer,1280
"short min(short x, short y)",metal,,builtin_direct,__metal_min,,metal_integer,1285
"short min3(short x, short y, short z)",metal,__HAVE_MIN3__,builtin_direct,__metal_min3,,metal_integer,1290
"short mulhi(short x, short y)",metal,,builtin_direct,__metal_mulhi,,metal_integer,1295
short popcount(short x),metal,,builtin_direct,__metal_popcount,,metal_integer,1299
short reverse_bits(short x),metal,__HAVE_INTEGER_BIT_EDIT_FUNCTIONS__,builtin_direct,__metal_reverse_bits,,metal_integer,1304
"short rhadd(short x, short y)",metal,,builtin_direct,__metal_rhadd,,metal_integer,1309
"short rotate(short x, short y)",metal,,builtin_direct,__metal_rotate,,metal_integer,1313
"short subsat(short x, short y)",metal,,builtin_direct,__metal_subsat,,metal_integer,1317
short2 abs(short2 x),metal,,builtin_direct,__metal_abs,,metal_integer,1321
"ushort2 absdiff(short2 x, short2 y)",metal,,builtin_direct,__metal_absdiff,,metal_integer,1325
"short2 addsat(short2 x, short2 y)",metal,,builtin_direct,__metal_addsat,,metal_integer,1329
"short2 clamp(short2 x, short2 minval, short2 maxval)",metal,,builtin_direct,__metal_clamp,,metal_integer,1333
short2 clz(short2 x),metal,,builtin_direct,__metal_clz,,metal_integer,1337
short2 ctz(short2 x),metal,,builtin_direct,__metal_ctz,,metal_integer,1341
"short2 extract_bits(short2 x, uint offset, uint bits)",metal,__HAVE_INTEGER_BIT_EDIT_FUNCTIONS__,builtin_direct,__metal_extract_bits,,metal_integer,1346
"short2 hadd(short2 x, short2 y)",metal,,builtin_direct,__metal_hadd,,metal_integer,1351
"short2 insert_bits(short2 base, short2 insert, uint offset, uint bits)",metal,__HAVE_INTEGER_BIT_EDIT_FUNCTIONS__,builtin_direct,__metal_insert_bits,,metal_integer,1356
"short2 madhi(short2 x, short2 y, short2 z)",metal,,builtin_direct,__metal_madhi,,metal_integer,1361
"short2 madsat(short2 x, short2 y, short2 z)",metal,,builtin_direct,__metal_madsat,,metal_integer,1365
"short2 max(short2 x, short2 y)",metal,,builtin_direct,__metal_max,,metal_integer,1369
"short2 max3(short2 x, short2 y, short2 z)",metal,__HAVE_MAX3__,builtin_direct,__metal_max3,,metal_integer,1374
"short2 median3(short2 x, short2 y, short2 z)",metal,__HAVE_MEDIAN3__,builtin_direct,__metal_median3,,metal_integer,1380
"short2 min(short2 x, short2 y)",metal,,builtin_direct,__metal_min,,metal_integer,1385
"short2 min3(short2 x, short2 y, short2 z)",metal,__HAVE_MIN3__,builtin_direct,__metal_min3,,metal_integer,1390
"short2 mulhi(short2 x, short2 y)",metal,,builtin_direct,__metal_mulhi,,metal_integer,1395
short2 popcount(short2 x),metal,,builtin_direct,__metal_popcount,,metal_integer,1399
short2 reverse_bits(short2 x),metal,__HAVE_INTEGER_BIT_EDIT_FUNCTIONS__,builtin_direct,__metal_reverse_bits,,metal_integer,1404
"short2 rhadd(short2 x, short2 y)",metal,,builtin_direct,__metal_rhadd,,metal_integer,1409
"short2 rotate(short2 x, short2 y)",metal,,builtin_direct,__metal_rotate,,metal_integer,1413
"short2 subsat(short2 x, short2 y)",metal,,builtin_direct,__metal_subsat,,metal_integer,1417
short3 abs(short3 x),metal,,builtin_direct,__metal_abs,,metal_integer,1421
"ushort3 absdiff(short3 x, short3 y)",metal,,builtin_direct,__metal_absdiff,,metal_integer,1425
"short3 addsat(short3 x, short3 y)",metal,,builtin_direct,__metal_addsat,,metal_integer,1429
"short3 clamp(short3 x, short3 minval, short3 maxval)",metal,,builtin_direct,__metal_clamp,,metal_integer,1433
short3 clz(short3 x),metal,,builtin_direct,__metal_clz,,metal_integer,1437
short3 ctz(short3 x),metal,,builtin_direct,__metal_ctz,,metal_integer,1441
"short3 extract_bits(short3 x, uint offset, uint bits)",metal,__HAVE_INTEGER_BIT_EDIT_FUNCTIONS__,builtin_direct,__metal_extract_bits,,metal_integer,1446
"short3 hadd(short3 x, short3 y)",metal,,builtin_direct,__metal_hadd,,metal_integer,1451
"short3 insert_bits(short3 base, short3 insert, uint offset, uint bits)",metal,__HAVE_INTEGER_BIT_EDIT_FUNCTIONS__,builtin_direct,__metal_insert_bits,,metal_integer,1456
"short3 madhi(short3 x, short3 y, short3 z)",metal,,builtin_direct,__metal_madhi,,metal_integer,1461
"short3 madsat(short3 x, short3 y, short3 z)",metal,,builtin_direct,__metal_madsat,,metal_integer,1465
"short3 max(short3 x, short3 y)",metal,,builtin_direct,__metal_max,,metal_integer,1469
"short3 max3(short3 x, short3 y, short3 z)",metal,__HAVE_MAX3__,builtin_direct,__metal_max3,,metal_integer,1474
"short3 median3(short3 x, short3 y, short3 z)",metal,__HAVE_MEDIAN3__,builtin_direct,__metal_median3,,metal_integer,1480
"short3 min(short3 x, short3 y)",metal,,builtin_direct,__metal_min,,metal_integer,1485
"short3 min3(short3 x, short3 y, short3 z)",metal,__HAVE_MIN3__,builtin_direct,__metal_min3,,metal_integer,1490
"short3 mulhi(short3 x, short3 y)",metal,,builtin_direct,__metal_mulhi,,metal_integer,1495
short3 popcount(short3 x),metal,,builtin_direct,__metal_popcount,,metal_integer,1499
short3 reverse_bits(short3 x),metal,__HAVE_INTEGER_BIT_EDIT_FUNCTIONS__,builtin_direct,__metal_reverse_bits,,metal_integer,1504
"short3 rhadd(short3 x, short3 y)",metal,,builtin_direct,__metal_rhadd,,metal_integer,1509
"short3 rotate(short3 x, short3 y)",metal,,builtin_direct,__metal_rotate,,metal_integer,1513
"short3 subsat(short3 x, short3 y)",metal,,builtin_direct,__metal_subsat,,metal_integer,1517
short4 abs(short4 x),metal,,builtin_direct,__metal_abs,,metal_integer,1521
"ushort4 absdiff(short4 x, short4 y)",metal,,builtin_direct,__metal_absdiff,,metal_integer,1525
"short4 addsat(short4 x, short4 y)",metal,,builtin_direct,__metal_addsat,,metal_integer,1529
"short4 clamp(short4 x, short4 minval, short4 maxval)",metal,,builtin_direct,__metal_clamp,,metal_integer,1533
short4 clz(short4 x),metal,,builtin_direct,__metal_clz,,metal_integer,1537
short4 ctz(short4 x),metal,,builtin_direct,__metal_ctz,,metal_integer,1541
"short4 extract_bits(short4 x, uint offset, uint bits)",metal,__HAVE_INTEGER_BIT_EDIT_FUNCTIONS__,builtin_direct,__metal_extract_bits,,metal_integer,1546
"short4 hadd(short4 x, short4 y)",metal,,builtin_direct,__metal_hadd,,metal_integer,1551
"short4 insert_bits(short4 base, short4 insert, uint offset, uint bits)",metal,__HAVE_INTEGER_BIT_EDIT_FUNCTIONS__,builtin_direct,__metal_insert_bits,,metal_integer,1556
"short4 madhi(short4 x, short4 y, short4 z)",metal,,builtin_direct,__metal_madhi,,metal_integer,1561
"short4 madsat(short4 x, short4 y, short4 z)",metal,,builtin_direct,__metal_madsat,,metal_integer,1565
"short4 max(short4 x, short4 y)",metal,,builtin_direct,__metal_max,,metal_integer,1569
"short4 max3(short4 x, short4 y, short4 z)",metal,__HAVE_MAX3__,builtin_direct,__metal_max3,,metal_integer,1574
"short4 median3(short4 x, short4 y, short4 z)",metal,__HAVE_MEDIAN3__,builtin_direct,__metal_median3,,metal_integer,1580
"short4 min(short4 x, short4 y)",metal,,builtin_direct,__metal_min,,metal_integer,1585
"short4 min3(short4 x, short4 y, short4 z)",metal,__HAVE_MIN3__,builtin_direct,__metal_min3,,metal_integer,1590
"short4 mulhi(short4 x, short4 y)",metal,,builtin_direct,__metal_mulhi,,metal_integer,1595
short4 popcount(short4 x),metal,,builtin_direct,__metal_popcount,,metal_integer,1599
short4 reverse_bits(short4 x),metal,__HAVE_INTEGER_BIT_EDIT_FUNCTIONS__,builtin_direct,__metal_reverse_bits,,metal_integer,1604
"short4 rhadd(short4 x, short4 y)",metal,,builtin_direct,__metal_rhadd,,metal_integer,1609
"short4 rotate(short4 x, short4 y)",metal,,builtin_direct,__metal_rotate,,metal_integer,1613
"short4 subsat(short4 x, short4 y)",metal,,builtin_direct,__metal_subsat,,metal_integer,1617
short8 abs(short8 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_abs,,metal_integer,1622
"ushort8 absdiff(short8 x, short8 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_absdiff,,metal_integer,1626
"short8 addsat(short8 x, short8 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_addsat,,metal_integer,1630
"short8 clamp(short8 x, short8 minval, short8 maxval)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_clamp,,metal_integer,1634
short8 clz(short8 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_clz,,metal_integer,1638
short8 ctz(short8 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_ctz,,metal_integer,1642
"short8 extract_bits(short8 x, uint offset, uint bits)",metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_INTEGER_BIT_EDIT_FUNCTIONS__,builtin_direct,__metal_extract_bits,,metal_integer,1647
"short8 hadd(short8 x, short8 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_hadd,,metal_integer,1652
"short8 insert_bits(short8 base, short8 insert, uint offset, uint bits)",metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_INTEGER_BIT_EDIT_FUNCTIONS__,builtin_direct,__metal_insert_bits,,metal_integer,1657
"short8 madhi(short8 x, short8 y, short8 z)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_madhi,,metal_integer,1662
"short8 madsat(short8 x, short8 y, short8 z)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_madsat,,metal_integer,1666
"short8 max(short8 x, short8 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_max,,metal_integer,1670
"short8 max3(short8 x, short8 y, short8 z)",metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_MAX3__,builtin_direct,__metal_max3,,metal_integer,1675
"short8 median3(short8 x, short8 y, short8 z)",metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_MEDIAN3__,builtin_direct,__metal_median3,,metal_integer,1681
"short8 min(short8 x, short8 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_min,,metal_integer,1686
"short8 min3(short8 x, short8 y, short8 z)",metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_MIN3__,builtin_direct,__metal_min3,,metal_integer,1691
"short8 mulhi(short8 x, short8 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_mulhi,,metal_integer,1696
short8 popcount(short8 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_popcount,,metal_integer,1700
short8 reverse_bits(short8 x),metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_INTEGER_BIT_EDIT_FUNCTIONS__,builtin_direct,__metal_reverse_bits,,metal_integer,1705
"short8 rhadd(short8 x, short8 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_rhadd,,metal_integer,1710
"short8 rotate(short8 x, short8 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_rotate,,metal_integer,1714
"short8 subsat(short8 x, short8 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_subsat,,metal_integer,1718
short16 abs(short16 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_abs,,metal_integer,1724
"ushort16 absdiff(short16 x, short16 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_absdiff,,metal_integer,1728
"short16 addsat(short16 x, short16 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_addsat,,metal_integer,1732
"short16 clamp(short16 x, short16 minval, short16 maxval)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_clamp,,metal_integer,1736
short16 clz(short16 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_clz,,metal_integer,1740
short16 ctz(short16 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_ctz,,metal_integer,1744
"short16 extract_bits(short16 x, uint offset, uint bits)",metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_INTEGER_BIT_EDIT_FUNCTIONS__,builtin_direct,__metal_extract_bits,,metal_integer,1749
"short16 hadd(short16 x, short16 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_hadd,,metal_integer,1754
"short16 insert_bits(short16 base, short16 insert, uint offset, uint bits)",metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_INTEGER_BIT_EDIT_FUNCTIONS__,builtin_direct,__metal_insert_bits,,metal_integer,1759
"short16 madhi(short16 x, short16 y, short16 z)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_madhi,,metal_integer,1764
"short16 madsat(short16 x, short16 y, short16 z)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_madsat,,metal_integer,1768
"short16 max(short16 x, short16 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_max,,metal_integer,1772
"short16 max3(short16 x, short16 y, short16 z)",metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_MAX3__,builtin_direct,__metal_max3,,metal_integer,1777
"short16 median3(short16 x, short16 y, short16 z)",metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_MEDIAN3__,builtin_direct,__metal_median3,,metal_integer,1783
"short16 min(short16 x, short16 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_min,,metal_integer,1788
"short16 min3(short16 x, short16 y, short16 z)",metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_MIN3__,builtin_direct,__metal_min3,,metal_integer,1793
"short16 mulhi(short16 x, short16 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_mulhi,,metal_integer,1798
short16 popcount(short16 x),metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_popcount,,metal_integer,1802
short16 reverse_bits(short16 x),metal,__HAVE_NATIVE_WIDE_VECTORS__|__HAVE_INTEGER_BIT_EDIT_FUNCTIONS__,builtin_direct,__metal_reverse_bits,,metal_integer,1807
"short16 rhadd(short16 x, short16 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_rhadd,,metal_integer,1812
"short16 rotate(short16 x, short16 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_rotate,,metal_integer,1816
"short16 subsat(short16 x, short16 y)",metal,__HAVE_NATIVE_WIDE_VECTORS__,builtin_direct,__metal_subsat,,metal_integer,1820
ushort abs(ushort x),metal,,builtin_direct,__metal_abs,,metal_integer,1825
"ushort absdiff(ushort x, ushort y)",metal,,builtin_direct,__metal_absdiff,,metal_integer,1829
"ushort addsat(ushort x, ushort y)",metal,,builtin_direct,__metal_addsat,,metal_integer,1833
"ushort clamp(ushort x, ushort minval, ushort maxval)",metal,,builtin_direct,__metal_clamp,,metal_integer,1837
ushort clz(ushort x),metal,,builtin_direct,__metal_clz,,metal_integer,1841
ushort ctz(ushort x),metal,,builtin_direct,__metal_ctz,,metal_integer,1845
"ushort extract_bits(ushort x, uint offset, uint bits)",metal,__HAVE_INTEGER_BIT_EDIT_FUNCTIONS__,builtin_direct,__metal_extract_bits,,metal_integer,1850
"ushort hadd(ushort x, ushort y)",metal,,builtin_direct,__metal_hadd,,metal_integer,1855
"ushort insert_bits(ushort base, ushort insert, uint offset, uint bits)",metal,__HAVE_INTEGER_BIT_EDIT_FUNCTIONS__,builtin_direct,__metal_insert_bits,,metal_integer,1860
"ushort madhi(ushort x, ushort y, ushort z)",metal,,builtin_direct,__metal_madhi,,metal_integer,1865
"ushort madsat(ushort x, ushort y, ushort z)",metal,,builtin_direct,__metal_madsat,,metal_integer,1869
"ushort max(ushort x, ushort y)",metal,,builtin_direct,__metal_max,,metal_integer,1873
"ushort max3(ushort x, ushort y, ushort z)",metal,__HAVE_MAX3__,builtin_direct,__metal_max3,,metal_integer,1878
"ushort median3(ushort x, ushort y, ushort z)",metal,__HAVE_MEDIAN3__,builtin_direct,__metal_median3,,metal_integer,1884
"ushort min(ushort x, ushort y)",metal,,builtin_direct,__metal_min,,metal_integer,1889
"ushort min3(ushort x, ushort y, ushort z)",metal,__HAVE_MIN3__,builtin_direct,__metal_min3,,metal_integer,1894
"ushort mulhi(ushort x, ushort y)",metal,,builtin_direct,__metal_mulhi,,metal_integer,1899
ushort popcount(ushort x),metal,,builtin_direct,__metal_popcount,,metal_integer,1903
ushort reverse_bits(ushort x),metal,__HAVE_INTEGER_BIT_EDIT_FUNCTIONS__,builtin_direct,__metal_reverse_bits,,metal_integer,1908
"ushort rhadd(ushort x, ushort y)",metal,,builtin_direct,__metal_rhadd,,metal_integer,1913
"ushort rotate(ushort x, ushort y)",metal,,builtin_direct,__metal_rotate,,metal_integer,1917
"ushort subsat(ushort x, ushort y)",metal,,builtin_direct,__metal_subsat,,metal_integer,1921
ushort2 abs(ushort2 x),metal,,builtin_direct,__metal_abs,,metal_integer,1925
"ushort2 absdiff(ushort2 x, ushort2 y)",metal,,builtin_direct,__metal_absdiff,,metal_integer,1929
"ushort2 addsat(ushort2 x, ushort2 y)",metal,,builtin_direct,__metal_addsat,,metal_integer,1933
"ushort2 clamp(ushort2 x, ushort2 minval, ushort2 maxval)",metal,,builtin_direct,__metal_clamp,,metal_integer,1937
ushort2 clz(ushort2 x),metal,,builtin_direct,__metal_clz,,metal_integer,1941
ushort2 ctz(ushort2 x),metal,,builtin_direct,__metal_ctz,,metal_integer,1945
"ushort2 extract_bits(ushort2 x, uint offset, uint bits)",metal,__HAVE_INTEGER_BIT_EDIT_FUNCTIONS__,builtin_direct,__metal_extract_bits,,metal_integer,1950
"ushort2 hadd(ushort2 x, ushort2 y)",metal,,builtin_direct,__metal_hadd,,metal_integer,1955
"ushort2 insert_bits(ushort2 base, ushort2 insert, uint offset, uint bits)",metal,__HAVE_INTEGER_BIT_EDIT_FUNCTIONS__,builtin_direct,__metal_insert_bits,,metal_integer,1960
"ushort2 madhi(ushort2 x, ushort2 y, ushort2 z)",metal,,builtin_direct,__metal_madhi,,metal_integer,1965
"ushort2 madsat(ushort2 x, ushort2 y, ushort2 z)",metal,,builtin_direct,__metal_madsat,,metal_integer,1969
"ushort2 max(ushort2 x, ushort2 y)",metal,,builtin_direct,__metal_max,,metal_integer,1973
